k_E,k_M,k_CD,k_CDS,k_R,k_RE,k_b,k_CE,k_I,k_P1,k_P2,k_DP,d_M,d_E,d_CD,d_CE,d_R,d_RP,d_RE,d_I,K_S,K_M,K_E,K_CD,K_CE,K_RP,K_P1,K_P2,off_thresh
3.6359,0.2037,0.0859,0.0794,0.1723,1187.6889,0.0134,0.1368,0.0806,315.5398,26.3135,22.8953,0.6108,0.1055,8.0666,2.8114,0.3686,0.2276,0.0945,0.0559999999999999,2.1519,0.0252,0.0723,0.8065,7.822999999999999,0.0229,5.1126,0.2521,0.7767034113825269
0.2465,0.2964,0.003,3.1830000000000003,0.0307,604.0604,0.0027,0.6561,0.1488,14.7267,13.7167,0.431,5.9731,0.0648,2.5668,11.0844,0.0076,0.2012,0.0058,0.0634,1.8259,0.0387,0.3444,4.7967,0.0966,0.0107,0.755,13.4781,1.2960990098148373
0.1998,0.568,0.0038,0.2025,0.6206,154.9968,0.0129,0.0442,0.0382,16.1841,200.9647,2.8147,2.5964,0.1082,0.24,2.2583,0.0425,0.0165,0.0929,0.1127,0.677,0.1331,0.062,0.4884,0.4549,0.0681,2.4031,1.1195,1.252600693321218
1.0082,1.9198,0.0354,0.3637,0.7498,1098.9292,0.019,0.1885,1.2835,94.993,7.1479,1.033,0.2962,1.5079,4.0851,0.1849,0.0119,0.4858,0.0896,0.4655,2.3759,0.0184,0.0614,0.1077,0.5378,0.0035,2.4638,11.693,2.7939113896265595
0.9247,0.3383,0.0091,1.4209,0.3161,1118.479,0.0007,0.2117,0.4222,301.5512,11.4247,7.6075,2.0972,0.0261,0.5322,2.7048,0.3591,0.1439,0.0067,2.7842,2.5917,0.1788,0.2554,2.1371,1.164,0.0029,17.6129,7.7755,1.485731403944893
1.8109,3.3731,0.0339,0.2425,0.7876,100.9497,0.0015,0.4264,0.3898,196.6192,163.4204,11.8739,2.1949,0.1443,7.2882,0.9591,0.1607,0.0243,0.0048,0.0912,0.4533,0.8184,0.1396,1.6422,0.5451,0.0072,7.9875,0.9609,2.355510110664712
0.1764,1.2919,0.0515,1.0816,0.8370000000000001,507.501,0.0022,0.1648,0.0492,297.097,119.0941,15.3091,3.9427,0.1218,3.1169,14.4021,0.0155,0.2022,0.0034,0.2468,3.372,0.0324,0.667,1.4235,0.1413,0.0242,2.1502,0.303,3.0428213569333638
3.2044,0.1373,0.0101,0.1127,0.0806,185.8504,0.0015,0.5068,0.2659,42.7718,8.2622,1.0203,1.8962,0.211,0.5327,2.6084,0.0394,0.0063,0.0325,0.0623,1.3611,0.0416,0.1566,3.836,0.9756,0.0027,1.5225,5.5755,0.5069160874084907
0.0541,1.4734,0.0813,0.2523,1.3591,213.497,0.0012,1.8724,0.0277,18.115,7.1041,3.0087,0.0971,0.0808,1.0557,0.1612,0.3833,0.5221,0.0041,0.8340000000000001,3.3309,0.8692,0.053,0.2218,4.5543,0.0029,2.3045,3.1187,4.907201494793229
3.4427,1.2468,0.1107,0.187,0.208,781.6899,0.001,0.0754,0.3135,59.293,276.3349,0.8669,2.2227,1.4165,2.2842,0.2917,0.1066,0.2097,0.0062,0.1631,0.5566,1.0204,0.3404,0.2915,3.1205,0.0473,4.2693,0.3056,2.1628238251881
3.8404,9.6028,0.0575,0.3148,0.4065,47.7096,0.0005,0.1044,0.0176,38.4483,27.2618,6.6097,6.6897,0.3142,0.5864,9.4701,0.3494,0.0081,0.0715,0.0788,1.7145,0.5302,0.3416,0.5365,1.1499,0.0011,5.1797,2.4029,0.7010978243319052
1.1747,0.7373,0.0037,0.4117,0.0808,71.4357,0.0004,0.0851,0.1778,8.731,19.7725,29.4641,0.6897,0.6874,0.9116,0.3227,0.0163,0.4118,0.1643,1.4194,0.7361,0.2322,0.2138,0.0994,1.5277,0.0161,16.9686,3.8111,1.3876797186324314
0.4126,3.6259,0.0497,2.1986,0.7821,303.997,0.0011,0.9669,0.3388,17.4042,6.6461,10.7845,0.2977,0.0349,0.2067,14.2201,0.0197,0.0191,0.1782,0.5302,0.4114,0.6075,0.1108,2.2703,0.1947,0.0772,4.7666,0.4288,9.2279708910318
0.9683,5.1706,0.0275,0.0926,0.9171,281.0501,0.0027,0.0475,0.0962,124.3878,64.9122,4.7371,0.6589,2.2972,0.2498,0.2517,0.0353,0.1344,0.1346,1.2519,0.6105,0.3483,0.0598,0.6511,6.5599,0.0015,8.8168,14.1719,2.126220883772453
1.1172,4.0975,0.0383,0.9774,1.0631,745.5844,0.0003,0.1932,0.1012,226.5882,11.4303,0.7307,0.1292,0.0543,4.2063,0.8465,0.0115,0.1696,0.0194,0.0511,1.4386,0.3252,0.1815,0.2699,0.1633,0.0053,15.9389,14.2531,1.0742311901272228
0.3362,0.4931,0.0944,2.7335,0.113,124.7065,0.0013,0.0459,0.5119,4.8575,9.0244,14.9852,0.1188,1.2159,0.356,0.8411,0.0126,0.009,0.0069999999999999,0.0368,2.6285,0.2478,0.017,7.688,6.6955,0.0817,0.3524,3.0362,1.252600693321218
0.4478,7.7548,0.0781,3.43,0.0922,686.5049,0.0057,0.8331,0.5266,106.7217,47.9996,18.3091,1.2,1.6199,7.1476,1.8288,0.0108,0.0814,0.0454,2.9134,4.1451,0.3218,0.0697,1.9663,1.2951,0.0479,0.4136,2.942,1.1306704824187126
2.7979,0.8301,0.0701,0.2603,0.0332,199.604,0.0035,0.0876,0.4008,18.3942,26.8483,3.8796,0.1312,0.099,2.2254,13.1174,0.0175,0.0089,0.1725,0.087,3.8406,1.3204,0.7476,1.8082,0.701,0.0139999999999999,0.2259,13.390999999999998,4.824153579962222
0.3716,0.9409,0.2581,1.0291,0.106,37.7587,0.0134,0.7667,0.0433,41.4272,4.6349,3.9552,0.1486,0.0257,7.3846,6.192,0.3911,0.0109,0.0057,0.4476,4.1883,0.0814,1.1861,0.2766,3.0945,0.038,3.5772,1.9532,1.7324279948062888
0.8265,0.8812,0.0219,0.0479,1.5021,47.2985,0.0196,0.154,0.1131,15.8468,226.6503,1.3337,0.466,0.0758,4.2903,0.3321,0.5716,0.0278,0.0062,0.6856,2.5518,1.0424,1.0902,4.1442,1.1462,0.0013,12.8125,0.3275,4.3545625390445855
0.9109999999999999,0.1195,0.0933,0.47700000000000004,0.0256,1400.8913,0.0137,0.0746,0.2375,17.1128,48.8847,7.5998,0.5248,0.1168,0.9652,0.3433,0.1447,0.0125,0.1144,0.3818,0.2097,0.0515,1.2463,2.5911,4.8534,0.0023,0.2132,6.4354,1.3184113840781164
0.5323,0.7237,0.1087,0.742,0.1918,626.1294,0.0216,0.159,0.2903,46.7733,27.3493,1.6826,0.2314,0.1091,1.4149,1.8193,0.0118,0.1369999999999999,0.0092,0.0413,0.1724,0.9931,0.1788,2.1692,1.3518,0.0131,1.836,8.9731,0.7506365055719758
0.0504,2.2066,0.0298,0.2692,0.1645,1061.5003,0.026,1.1743,0.401,23.7963,31.6731,1.6625,0.6673,0.2395,0.2415,0.4898,0.0104,0.2023,0.0049,2.1882,2.0068,0.9036,0.0971,4.6682,3.422,0.0273,5.3866,1.3634,1.4115686569042938
0.2833,2.1093,0.223,0.0563,0.024,1109.724,0.0295,0.3715,0.0269,18.8414,14.2512,11.757,2.2925,0.3114,2.1505,0.5078,0.0245,0.0771,0.1062,0.0305,0.7315,0.5028,0.0915,1.6306,3.3357,0.0028,13.7914,19.2819,4.137197328079703
0.8742,5.6548,0.0059,0.0478,0.086,318.213,0.0004,0.1155,0.0186,26.4339,93.6399,4.4173,1.5219999999999998,0.0591,0.8401,1.1208,0.0099,0.0404,0.0032,0.1646,0.6319,0.3976,0.068,2.7326,8.8835,0.0043,2.1642,10.0218,1.341107866377506
0.1738,0.4235,0.0095,0.1345,0.0509,776.6843,0.0058,0.0995,0.9682,117.2098,12.9289,2.0745,3.1202,0.2718,0.221,0.7115,0.0337,0.0308,0.0225,0.2031,1.2099,0.0229,0.0909,3.4195,0.3478,0.0484,2.3829,0.3454,4.208419275235067
0.8742,0.7027,0.0352,0.0458,0.2684,958.8111,0.0014,0.6105,0.0475,400.9762,21.6372,20.7439,0.8843,0.0521,0.9075,0.9272,0.5173,0.062,0.0034,1.2749,0.379,0.7544,0.0657,3.6214,0.1669,0.0052,2.8861,1.8128,0.9371209211431264
1.0889,0.1546,0.0277,0.1537,0.0554,205.5091,0.0015,0.2463,0.0254,141.1065,27.7707,5.751,0.8945,0.1316,0.6279,4.8064,0.0376,0.0228,0.0103,1.3157,0.5376,0.4713,0.1309,7.7104,0.7771,0.0156,1.1171,5.2877,0.61161270030853
0.18600000000000003,0.882,0.0153,1.5994,0.2836,181.5213,0.0026,0.177,0.3245,25.4658,17.9915,4.8901,1.2032,0.0984,0.1929,0.565,0.0152,0.0195,0.2941,1.9103,1.0034,0.0229,0.0688,1.8836,0.1145,0.0165,4.7702,1.3057,0.6892326680987446
0.0707,1.8152,0.0033,1.2042,0.972,191.6932,0.0235,0.0479,0.0675,338.4484,17.3538,5.1164,0.2301,0.0297,5.0043,6.1334,0.0294,0.1506,0.0075,0.0972,1.061,0.3549,0.1529,3.3456,6.1223,0.0014,6.492000000000001,1.4872,3.370955729908119
1.2865,0.3632,0.0045,1.9484,0.5526,72.5432,0.0063,0.1249,0.0482,8.163,32.4125,1.0452,6.8812,0.1753,0.5401,0.5564,0.0092,0.0095,0.0128,0.0721,1.2392,0.2498,0.0518,7.7138,1.4736,0.0693,3.7605,2.5948,3.370955729908119
0.9803,0.5122,0.0048,0.8224,0.0722,137.9937,0.0009,0.0862,0.9151,82.7177,17.4232,6.9093,4.9736,0.2472,8.907,2.2811,0.5402,0.102,0.0033,0.3058,1.4796,0.1541,0.2802,2.1218,0.1202,0.0955,8.0624,5.7232,3.930682262109677
0.0803,7.87,0.0319,0.1319,0.1562,114.7357,0.0029,0.044,0.0447,206.019,18.9069,0.9973,5.5467,0.0278,0.8495,4.5369,0.0704,0.0942,0.0993,0.0895,0.1047,0.036,1.0053,4.6653,0.2192,0.0026,0.6114,0.4901,1.3641950691416818
3.5498,0.193,0.1191,4.1843,0.4424,127.4416,0.0286,0.1004,1.0559,6.9693,12.8879,15.0166,0.1122,0.1419,0.1672,11.8514,0.534,0.24,0.2487,0.1163,1.0525,1.4785,1.3427,0.1972,2.0214,0.0056,1.6589,0.2201,1.95229099812178
0.2467,1.4885,0.2207,0.2777,0.0235,716.2888,0.0028,0.0491,0.2067,17.8413,58.928,5.0238,3.9426,0.1072,4.6193,0.6502,0.3755,0.0203,0.2053,0.0634,1.1259,0.7867,0.0286,1.3287,1.3338,0.031,1.881,6.7178,4.067180718469114
0.1144,0.2344,0.012,1.9751,0.928,98.5387,0.0004,0.0592,1.3388,106.6911,4.5513,1.3658,3.2447,0.034,2.9485,2.1237,0.0123,0.0255,0.0033,0.3147,3.0879,0.0978,0.1463,1.2811,7.9481,0.0018,7.7635,1.2053,3.734475738152657
1.8061,1.2821,0.1775,0.0464,0.2739,49.4196,0.0003,2.3524,0.0279,19.9938,233.3398,20.0121,0.0778,1.9312,0.8558,1.1563,0.0078,0.0521,0.0073,0.3118,1.3058,1.2132,0.5339,6.2933,0.0975,0.0069,1.149,1.6509,0.61161270030853
0.0908,0.2958,0.2116,0.0562,0.3823,1648.1565,0.0007,0.3508,0.2265,84.7485,59.9095,0.7174,5.7092,0.0383,0.5293,1.9779,0.1393,0.2098,0.0039,0.4976,1.1952,0.0762,0.0427,5.7788,0.2625,0.0602,0.9136,7.7023,1.0381789688527476
0.3948,9.971,0.0646,0.2519,0.0575,1405.3189,0.0143,0.1417,0.5082,15.5057,76.7756,25.1914,1.6838,0.5813,0.3079,12.8165,0.0473,0.1897,0.1432,0.8596,1.328,0.2343,0.0452,1.9546,0.271,0.0018,2.6062,0.4897,0.5712489738203328
2.1324,0.215,0.1193,2.3093,0.06,867.7716,0.0133,1.5998,0.0319,23.4804,79.1351,7.4231,5.0038,0.0663,0.6883,11.6403,0.016,0.5994,0.073,0.4183,3.0874,0.0789,0.4639999999999999,2.1806,0.7113,0.005,2.6972,0.8391,5.6251747058592345
1.0259,0.1627,0.0079,0.051,0.1863,31.8781,0.0048,0.0397,0.0969999999999999,6.8806,10.1308,1.7705,0.0705,0.0886,2.066,2.3665,0.0432,0.1541,0.0617,0.1118,0.3396,0.2543,0.0533,1.0985,0.4029,0.0027,7.4333,7.6064,4.583347953396218
0.0682,4.7148,0.0111,0.2479,0.0235,1355.3362,0.0004,0.2706,0.067,34.6102,7.7609,3.4915,0.7304,0.0695,4.5928,5.0621,0.2897,0.0091,0.0066,1.5755,1.6022,0.0259,0.0506,0.1539,1.9895,0.0766,3.0913,17.7035,7.518877849848049
2.4656,4.1788,0.0441,2.3797,0.3389,121.5967,0.0009,0.0635,0.7186,13.3544,45.169,3.6921,0.6319,0.0786,0.7889,13.6778,0.0095,0.0432,0.0905,0.1359,4.7772,1.2862,0.2197,0.273,3.6129,0.0284,5.0275,0.348,3.4880168971319225
0.1162,0.1196,0.244,1.1156,0.0657,419.8745,0.0009,0.1197,0.7618,36.4012,16.9045,0.3735,0.1489,0.0415,8.1922,11.7138,0.195,0.009,0.0204,0.7051,1.0838,0.0666,0.4396,0.6468,0.1971,0.0042,3.9052,0.9484,2.991325617627631
0.5475,0.6163,0.0046,0.8340000000000001,0.0929,763.6582,0.0271,0.4254,1.4724,152.8271,5.8761,8.259,0.2565,0.0619,0.2924,0.546,0.3769,0.368,0.2339999999999999,0.0999,4.7076,0.6504,0.4497,0.3976,9.0413,0.0909,6.0088,15.6848,2.126220883772453
2.7408,6.1370000000000005,0.0278,0.0632,0.7667,171.2803,0.0011,0.0722,0.0339,92.0262,25.2839,23.8743,5.2414,0.2769999999999999,8.1095,0.607,0.5626,0.0826,0.0052,1.4415,3.0522,0.2277,0.0716,6.2633,0.9328,0.0042,0.4558,0.5086,1.7031089353146065
0.9557,0.4664,0.0065,0.1207,0.0442,1536.7002,0.0018,0.0852,0.0295,205.5511,29.5358,1.5303,0.3182,0.046,14.5373,6.1937,0.018,0.0298,0.1912,1.2548,2.2218,0.4074,0.0498,2.9604,1.2506,0.0175,1.3314,0.556,5.92071712012956
0.494,3.5779,0.1607,0.2499,0.2227,67.1698,0.0006,2.513,0.1608,22.0234,19.0906,1.821,1.0871,0.3701,2.4274,3.8686,0.2896,0.0623,0.011,1.4626,2.7486,0.0769,0.0794,1.6144,8.9991,0.0769,3.7799,19.4684,1.823448448197939
0.2174,2.0376,0.049,1.2284,0.0642,39.9231,0.0298,1.4479,0.0341,8.08,11.1308,3.1381,0.4746,0.1171,5.3756,0.2935,0.0879,0.4453,0.0055,0.785,4.8315,0.1056,1.4477,0.186,0.1657,0.0688,0.7697,13.3634,1.3184113840781164
1.1787,1.3787,0.0056,0.0503,0.0366,819.0937,0.0004,0.7637,0.0221,47.4319,68.8247,2.8856,2.1775,1.5105,6.9968,2.5006,0.017,0.0919,0.0113,0.0492,0.2067,0.015,0.2535,3.3429,0.3587,0.0146,1.0068,1.6711,1.5113083042345257
0.6155,0.2195,0.0869,1.1015,0.1025,25.2712,0.006,1.7006,0.0474,89.3433,17.3348,2.1102,0.0935,0.2345,11.1454,3.3672,0.0074,0.1041,0.0713,1.5337,3.3472,0.1757,0.301,0.2279,7.3529,0.0013,5.4766,0.204,1.1306704824187126
1.8853,0.18600000000000003,0.012,0.1604,0.0554,1423.1071,0.0152,0.0664,0.2519,7.0661,31.1014,0.4994,0.1318,2.0627,0.4245,0.2044,0.0079,0.0393,0.2763,2.1492,1.0954,0.0472,0.3372,0.1015,0.1888,0.0401,3.5248,0.3314,0.8604622184188422
0.3983,0.7556,0.0937,0.1199,0.019,179.0121,0.0086,2.4232,0.016,177.5825,15.08,31.7152,3.9049,0.0409999999999999,0.3003,0.1577,0.0169,0.1999,0.0437,0.0378,3.4788,0.0221,1.017,4.3162,0.2128,0.0224,4.2088,14.6304,0.6221416270109802
2.2574,4.0234,0.0051,0.0772,1.0213,879.3660000000001,0.0024,1.1685,0.1846,123.206,21.3109,10.0944,0.3322,1.9638,0.3386,1.23,0.0285,0.0121,0.0035,0.1378,1.4896,0.8814,0.0943,0.3004,0.1441,0.0021,0.3002,0.302,0.6012619618074355
0.9182,0.6406,0.0034,0.2807,0.0886,49.0989,0.005,0.3217,0.4109,139.6714,11.7439,15.4286,1.2926,0.0436,2.9034,14.9412,0.147,0.1136,0.0276,0.129,1.1262,0.6727,0.5841,0.3606,1.5919,0.0024,0.9697,10.9459,1.7324279948062888
0.7746,2.5101,0.0982,2.4877,0.0967,1417.7816,0.0131,0.2893,0.3779,35.6664,31.509,6.0055,3.4627,0.0426,0.1633,14.0818,0.3634,0.0081,0.0161,0.0974,3.1606,0.0289999999999999,0.2945,0.9905,0.1432,0.0117,19.8044,10.5893,0.6661013636940104
2.6189,0.1972,0.0737,1.285,1.5128,435.5541,0.0023,0.3935,0.0806,44.9789,52.1092,0.6349,0.3706,0.7384,6.7459,1.2637,0.0085,0.0725,0.0041,1.9104,2.9064,0.0235,0.319,3.8884,0.3282,0.0105,0.7063,11.0367,0.9371209211431264
1.3193,0.3158,0.0051,0.3324,0.0477,23.2385,0.0003,0.4933,0.1216,59.1787,11.4111,0.9516,4.1268,0.3206,11.6666,10.8102,0.2906,0.3793,0.0545,0.4815,4.1394,0.2205,0.0848,3.3287,2.9391,0.0213,8.3336,0.5353,1.886770253887835
2.0797,0.7019,0.0162,0.4469,0.5519,83.5093,0.0025,0.6188,0.0196,31.4197,80.6546,11.8637,0.2652,1.1009,9.0008,4.0217,0.5733,0.0886,0.0058,0.0351,0.4236,0.4791,0.2768,0.1165,1.3561,0.0281,4.4689,0.2579,4.3545625390445855
0.4393,9.0736,0.0042,2.2441,0.8247,236.1289,0.004,0.423,0.8782,27.5141,6.2715,0.8668,5.5223,0.0893,1.2791,8.5362,0.1868,0.5787,0.0304,0.3105,0.5605,1.3271,0.2347,4.3627,0.196,0.001,0.7128,1.4122,1.2314020782232693
0.13699999999999998,0.5672,0.0811,2.5952,0.0264,102.1091,0.0078,0.049,0.1011,16.547,197.3566,2.6045,0.2634,0.0831,4.2127,0.4113,0.0338,0.1683,0.0035,0.1274,0.9546,1.4469999999999998,0.2929,0.14,2.0394,0.0561,15.2871,1.5787,2.4373085040744638
0.4639,0.4626,0.0302,0.2077,0.0219,156.3039,0.0068,0.3962,0.0216,233.5618,11.0614,0.9216,3.5811,0.0329,6.6791,2.3389,0.0194,0.5217,0.0279999999999999,0.1034,2.8732,0.144,0.6102,5.654,0.3379999999999999,0.0016,0.2078,0.2727,2.315646207936933
1.5351,0.1405,0.0071,0.8579,0.0286,818.59,0.0009,2.8531,0.2708,21.9201,176.8109,5.7028,1.2897,0.6641,0.8033,10.0065,0.0393,0.0274,0.0693,0.3697,0.172,0.4094,0.1381,1.1841,6.6061,0.0638,16.5329,0.3693,0.921261385208434
0.4439,5.9157,0.0116,0.7102,0.5753,58.9546,0.0093,0.6747,0.6539,33.3256,52.0789,6.2064,3.2158,0.345,1.6435,0.3329999999999999,0.0085,0.0141,0.2463,2.0336,3.249,0.0223,0.2675,0.4219,1.4591,0.0028,1.506,8.6069,6.3390674671816605
1.4809,0.7295,0.047,0.1304,0.0302,372.0635,0.002,0.1078,0.2019,56.1348,371.6966,8.9213,0.2329,0.2289,0.6452,0.5384,0.0739,0.0393,0.0032,0.1228,1.6001,1.3657,0.5087,9.054,7.9044,0.0038,0.7339,2.4045,1.674286062245708
0.133,1.2504,0.026000000000000002,0.535,1.4884,133.1285,0.0171,0.1721,0.0735,59.1194,258.8149,16.1809,0.0864,0.3265,3.4114,0.9185,0.1333,0.0239,0.1124,0.8927,4.7164,0.5061,0.0361,4.6167,0.9766,0.0739,9.0076,0.5576,2.0548628870165624
0.4843,2.4082,0.1231,3.0148,0.3292,149.0205,0.0022,0.0417,0.0268,259.4905,10.8333,6.2087,3.11,0.1146,3.736,7.1607,0.0804,0.2096,0.2533,1.7983,1.1594,0.0256,0.3366,6.9757,5.9916,0.0104,1.8696,0.4899,1.7031089353146065
0.5597,1.2098,0.2249,1.1967,0.1107,586.3424,0.0012,0.7303,0.0299,44.1091,18.5822,14.5922,2.2475,0.5146,0.6487,1.3722,0.083,0.3877,0.0036,0.0691,2.9015,0.0245,0.0513,6.6379,3.4965,0.0289999999999999,5.6699,1.2366,0.5910863959073416
2.9708,0.1626,0.0965,1.396,0.1402,221.4933,0.0011,1.7162,1.4249,12.5724,27.8443,0.5567,2.7149,0.0276,5.0855,10.9317,0.0793,0.1616,0.0179,1.2232,3.8613,0.4638,0.062,0.1128,1.5519999999999998,0.0336,0.8108,4.0559,1.150135000778134
0.1494,0.5276,0.0602,0.5178,0.066,418.0604,0.0143,2.5133,0.264,83.3698,7.7329,6.1912,2.2107,0.0626,4.8507,0.1888,0.2454,0.0117,0.0255,0.3567,0.5296,0.0575,0.0532,1.7895,6.0317,0.0041,4.1286,12.3378,0.831584287316239
1.3638,3.3409,0.0054,0.1167,0.1341,690.7763,0.0003,1.1177,0.0994,171.5448,108.5336,1.6928,0.0809,1.6427,1.2802,0.4488,0.0079,0.105,0.0428,1.1475,3.6995,0.3905,0.2336,0.6339,0.8012,0.0052,3.8768,16.4854,3.2026888840849543
3.8568,0.5698,0.0486,0.1235,0.262,542.725,0.0023,0.0508,0.1602,29.7917,179.1848,7.1605,0.1059,1.169,7.9511,0.8008,0.3386,0.0126,0.2668,0.3894,4.8871,0.3324,0.044,0.3652,0.6003,0.0417,1.4678,0.3083,1.590711296727367
0.2209,3.4617,0.0056,0.3199,0.1556,325.4296,0.0049,0.2036,0.3118,14.3424,161.3331,0.4527,0.0906,0.0636,0.5048,5.7364,0.1913,0.0065,0.0062,2.5503,4.0857,0.8635,1.1339,6.2423,0.1034,0.0155,1.024,17.2161,3.548063188237852
0.1014,0.1919,0.0758,3.9461,0.0219,585.4019,0.0084,0.0765,0.4248,74.4439,13.6052,1.3843,0.6234,0.1264,1.3517,0.1714,0.2855,0.0151,0.0749,0.7941,4.6343,0.0232,0.2514,9.1264,0.0961,0.0027,2.6798,2.1756,2.2000568870820585
0.414,0.159,0.0389,0.5577,0.2345,1582.4405,0.0023,1.4763,1.1539,36.3059,6.7405,2.4275,0.0882,0.0383,1.2518,0.1585,0.0101,0.595,0.0217,0.1395,2.7352,0.1483,0.2173,0.1047,0.6755,0.0668,2.3452,2.6891,4.137197328079703
3.1752,1.2599,0.0084,1.8978,0.504,1760.4278,0.0234,0.0562,0.0816,135.575,8.4486,3.7133,2.6877,0.4317,3.4983,0.4946,0.0105,0.0115,0.0067,0.0514,1.0935,0.0475,0.3327,0.7201,0.8752,0.0171,14.1961,0.3038,3.930682262109677
3.1402,0.6456,0.0307,0.8127,0.8366,1561.7692,0.0259,0.2908,0.0623,233.9432,187.2468,2.3411,1.4307,0.0684,6.4939,3.1495,0.1927,0.0321,0.1864,1.5678,1.7859,0.7897,0.2452,0.2125,0.1153,0.0035,2.4297,11.9208,0.7506365055719758
2.3149,1.0128,0.0056,0.0924,0.1493,112.07,0.0055,0.0722,1.2145,63.0861,170.3625,15.873,4.4088,0.1308,1.1253,1.047,0.0657,0.2403,0.2455,0.0357,0.2789999999999999,0.0437,0.9339,0.348,0.7683,0.0081,0.6817,0.2032,4.66225039382754
3.3789,0.2777,0.043,3.8139,0.6945,33.2343,0.0171,2.134,0.0187,16.1938,156.7626,7.2054,1.2386,0.0947,10.4662,2.1859,0.0171,0.2488,0.0052,0.3033,0.8909,1.1061,0.9932,0.1579,3.2503,0.0093,1.0546,2.6876,2.2764569491996385
2.1265,1.0494,0.0169,1.0184,0.0193,104.469,0.0003,2.526,0.2564,81.7514,40.3284,13.9481,1.1613,0.4065,2.9811,8.4716,0.0085,0.0465,0.0206,0.1112,0.2951,1.0966,1.0137,1.7144,8.5958,0.0036,5.263,1.5772,0.524519459754819
1.6828,1.5344,0.0779,0.7404,0.0206,894.0865,0.0007,0.94,0.0499,266.8043,47.322,25.9441,0.6569,0.0381,12.3895,0.7148,0.0186,0.0067,0.0741,1.4271,2.1635,1.1951,0.411,1.5363,0.1691,0.0044,13.6632,8.4536,1.95229099812178
0.129,1.9398,0.1668,0.6316,0.5131,1067.436,0.0047,0.1155,0.0157,334.6744,332.9098,19.1733,0.1769,0.2309,0.982,0.342,0.012,0.0079,0.0454,0.3892,0.757,0.7783,0.0181,5.8059,1.996,0.005,3.2676,6.1047,1.9858997325556929
2.3316,0.5501,0.1365,0.555,0.0386,99.4726,0.0013,0.0439,1.0596,226.4795,19.0931,1.2305,1.1499,0.2836,3.1260000000000003,14.2741,0.0305,0.0064,0.0084,0.0423,4.783,0.8183,0.9865,0.2139,0.3645,0.0908,19.2286,5.7139,6.12632232898325
0.2184,0.7727,0.0174,0.4866,0.0824,290.3753,0.0024,0.1455,0.0405,250.4059,19.3251,13.1912,0.1357,0.0541,10.85,0.5085,0.0999,0.0607,0.0084,0.0834,1.4902,1.2954,0.0723,0.1141,0.099,0.0047,1.2067,14.8042,1.3876797186324314
0.9186,3.4539999999999997,0.0218,1.3731,0.4843,1442.2179999999998,0.0006,0.0942,0.2093,5.5077,60.7655,1.8301,0.0912,0.9963,0.1848,4.0868,0.0314,0.2843,0.0114,0.3254,3.0785,0.2916,0.5557,1.311,0.6214,0.0217,1.1491,9.0151,1.0742311901272228
1.7286,0.3667,0.0186,0.4491,0.0521,589.0904,0.0016,0.036,0.0215,21.3292,10.8868,28.5712,0.2423,0.6008,0.3205,1.0574,0.0208,0.5939,0.026,0.1414,4.178999999999999,0.3328,0.581,2.8035,4.4786,0.0069999999999999,0.2354,13.5205,2.654448669048292
2.4007,1.8878,0.1181,1.0874,0.4629,901.9921,0.0182,3.0741,0.3555,96.0487,25.1851,5.4844,0.2723,1.1141,3.6495,0.3929999999999999,0.0097,0.0704,0.1591,2.5201,1.2941,0.7497,0.0188,3.0602,4.0397,0.0049,1.2192,7.8677,0.5335490743180571
2.5559,0.555,0.0095,0.0737,0.0692,943.536,0.0211,0.4817,0.5169,27.3028,16.9892,3.2685,4.0907,1.1262,1.2689,0.2228,0.1635,0.016,0.0952,0.0409,1.4648,0.2958,0.0449,0.8402,6.832000000000001,0.0431,0.3363,0.8519,1.111535375367275
0.1271,1.7361,0.0081,3.5819,0.1391,121.8998,0.0081,2.154,0.0296,12.0935,165.9408,1.5247,0.1001,0.078,2.2101,4.3172,0.1724,0.5598,0.0096,0.0448,0.2291,0.0766,1.0175,1.9152,4.0805,0.0625,6.193,2.8384,0.8752750952989159
0.1053,0.9431,0.0629,0.2284,0.0197,107.1366,0.0024,0.1373,0.3289999999999999,6.0517,94.5004,0.4161,1.9496,0.0538,10.2259,4.7416,0.2293,0.2342,0.0171,0.0443,3.8334,0.0543,0.0587,2.6459,5.482,0.0085,0.2175,0.2119,0.6775683139898405
0.2252,0.5224,0.1845,0.1987,1.3089,837.46,0.0003,2.1258,0.0897,65.679,178.4405,15.6212,0.7124,0.3682,1.8096,1.3968,0.0097,0.0073,0.0194,0.5131,0.8421,0.2712,0.1167,1.6044,1.7827,0.0023,0.264,1.0727,0.921261385208434
1.1497,1.0954,0.0905,4.2293,0.0542,203.8719,0.0046,0.3489,0.5859,7.3131,9.2071,7.8664,2.7897,0.9669,6.6283,8.1138,0.013,0.1011,0.1406,0.1346,4.5597,0.1315,0.1282,0.2425,6.7714,0.0206,2.5603,0.2352,1.2960990098148373
1.6241,1.7269,0.1174,0.163,0.0269,1550.6524,0.0064,0.2306,0.2482,185.6404,344.5006,4.4417,3.9402,0.3127,1.9875,9.3257,0.0153,0.1597,0.1056,0.2885,2.2342,0.9811,0.6965,0.285,4.1304,0.0414,2.2231,1.4752,6.12632232898325
